{fdcb29b3-1493-4820-b043-b17881c71916},{f6d83f96-0876-4a80-99f7-e76d99de188d},problem,array,in imperdiet et commodo vulputate justo in blandit ultrices enim,GHS,/lacus.java:47
{bf7677ca-f96f-485f-8cad-7aee7ec5baf3},{dc3a6e3e-3b5d-45a0-b414-667cbf313e1c},extra credit,client-driven,nonummy integer non velit donec,Title Insurance,/sed.h:849
{99f186a6-f709-45c6-ac17-e6bc0fce8087},{90655acd-f50d-4580-991a-d99566aa7802},comment,empowering,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus,RLU,/ut.cpp:135
{9a011ea9-5db2-4f14-af48-9699d7ff119c},{a476373f-6043-452c-a5f6-1e0477845ac7},problem,system-worthy,est et tempus semper est quam pharetra magna,Real Estate License,/in.java:889
{f161c174-a089-4a54-81fe-20f6fcc4fd9c},{996b3876-f5d8-4d15-bf1a-b3c7ab9605c5},extra credit,capability,consectetuer adipiscing elit proin risus praesent,Engineering Management,/euismod.h:504
{0902c991-299a-4abe-a009-f326e8e05697},{1a364409-d281-4326-83a7-7876c6ef84aa},comment,optimizing,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus,Xen,/congue.cpp:900
{c07bc907-39d8-4d76-8e89-f4a13fb6eb87},{4f5f9a0e-5212-45dd-bba2-1f8f121c59c3},problem,Multi-layered,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,Crisis Communications,/leo.java:806
{2895cf0a-c78e-4c45-bb5c-d95a57102140},{0d9b56cf-3040-4269-8a07-e1ceae22004d},extra credit,tertiary,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,AWR Microwave Office,/in.h:80
{af4024f1-7eeb-4bb2-bbf6-3fd37abe54a7},{2ce315af-788a-452a-a60f-9893a79f0a4d},comment,instruction set,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,CEO/CFO Certification,/in.cpp:782
{562d5669-d46c-45bc-a25f-a53d8cfa32a2},{eeb16789-3451-45d7-af8f-78382dc55f1a},problem,circuit,auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis,Wildlife,/mauris.java:652
{a7a54097-0452-471c-8f22-f8113abdf1c7},{d900f0dc-2317-4a41-a338-2c79bcb74f65},extra credit,systemic,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium,PTS,/congue.h:258
{2d0a696d-62f9-471a-aaa8-344a600c5da9},{57e72432-e0dd-4495-a6e9-4ea7a5f827c2},comment,productivity,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,PNR,/aliquet.cpp:15
{fe18dbbf-77df-4c35-9617-7d5df2ff2966},{c0de9313-d0da-4032-ba63-e6b7823dfd57},problem,Front-line,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,PPDS,/sociis.java:225
{774c0da2-b3d6-40b6-b729-b2a13a213218},{98987645-f9fc-4d33-95c7-cc2bbb3a43ee},extra credit,zero administration,ut odio cras mi pede malesuada in,Ion,/congue.h:886
{dda23337-7f9b-43f3-b9dc-252c085a74ee},{da1adb51-cd0a-46af-86b0-1b643b9848f7},comment,bifurcated,et ultrices posuere cubilia curae mauris,Portraits,/eget.cpp:350
{75e3bbfc-c7c6-4007-b0b8-c78c466500a5},{faa6e795-09b1-4be6-b5c8-77f08000e3cb},problem,Innovative,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc,NCQA,/dignissim.java:316
{99b47ff5-a39e-4aac-b351-965edd9d7327},{2523d1b8-ffea-4c6c-b681-c72d440e365b},extra credit,foreground,rhoncus mauris enim leo rhoncus,Two-factor Authentication,/commodo.h:147
{d5951d3e-f954-48ab-b3cd-8400afcac821},{1ff1bdb4-1506-4ba1-9df3-f12eead3c93f},comment,Enterprise-wide,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero,mTAB,/nunc.cpp:811
{6dda6b74-bff4-4a3c-bd0a-480433b341e9},{722d3f3d-5a27-4346-85bd-278299fae75c},problem,time-frame,turpis a pede posuere nonummy integer non,Big Data,/ante.java:359
{887164c1-8f2d-4594-abf6-a0b2543aa13e},{760a22f8-ec46-4b37-be96-4a9cded7bcad},extra credit,executive,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat,PDMS,/in.h:622
{3f4dad41-bf03-457d-b975-f31d2c9327c0},{8db34323-d733-4203-9ecf-b6d45be30467},comment,coherent,venenatis non sodales sed tincidunt eu felis fusce,Application Architecture,/natoque.cpp:904
{cf6563f4-2217-4e1a-a3dc-ebd12f1a9ac2},{0f8b1f54-da1c-4406-8f63-f308d8d042c2},problem,system-worthy,sem sed sagittis nam congue risus semper porta volutpat quam,Product Management,/quis.java:609
{270dc983-2d81-4b95-9b78-f09124e8eacb},{2f3c2484-6258-4333-aea6-682d51f67b64},extra credit,algorithm,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices,Laboratory,/vel.h:49
{ce80c817-2abc-40f2-a68f-545885166f08},{7a7e41b8-d2eb-4d4f-a6bc-fb44f3f1f798},comment,Assimilated,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,PFP,/mus.cpp:998
{02068fc2-4526-40c9-8c81-db9c5cdbcd09},{0a57c90f-efcc-4d66-87e8-8e13d622b2f4},problem,protocol,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,ISO 9001,/neque.java:87
{0eff8162-715e-4d7f-9260-77820d85cd8f},{7042671d-853e-412e-b375-e2c06e013814},extra credit,artificial intelligence,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,Capital IQ,/pede.h:264
{8ae98eb5-6026-4c40-bccf-1f7ffa67b431},{12e254c4-2b4e-4636-86f1-81524b578b7c},comment,analyzing,nec sem duis aliquam convallis nunc proin at turpis a pede posuere,Kyphoplasty,/ipsum.cpp:91
{084cc832-7bc5-45b1-a4f6-9a137b2ab0a1},{2cd90341-9d9a-42ac-a6dc-d10c944ec358},problem,Seamless,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet,Ventilation,/dictumst.java:744
{2910b8b7-f5ec-47e0-b81a-1ce1aafa6e23},{fcf82f00-1a51-4cdd-b3c7-9ac2f7d17e34},extra credit,methodical,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,Customer Relations,/eu.h:907
{41d4ba82-42e9-4e23-b243-00a4349af54a},{fdacc579-4dd1-4f4a-93a2-12cd4f601eb4},comment,User-centric,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,CSM,/amet.cpp:524
{c725926e-cd95-4c8a-9db4-154ad8440869},{a4323378-ed9b-42da-9f7c-f47233cebddd},problem,system-worthy,morbi vestibulum velit id pretium iaculis diam erat fermentum,AQTF compliance,/arcu.java:937
{83dd8d9d-08d7-4edc-b9f9-653437338f60},{372df2c6-8ce4-42f8-a34e-7bd95e49c05b},extra credit,24 hour,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel,ICT Consultancy,/mauris.h:852
{d49f6b05-776f-41f5-91ca-5eee1fd86230},{10fb0356-0f85-45a2-bc96-cb97aa4b036d},comment,Implemented,ultricies eu nibh quisque id justo sit amet sapien,Photos,/integer.cpp:395
{b5e78323-4607-4416-9085-5850e1f8e733},{01135b8b-9545-4d69-9234-1f0de977f185},problem,transitional,pede malesuada in imperdiet et commodo vulputate,MRSA,/magna.java:72
{c2cba073-7aec-478c-aa6b-bdb28a367d05},{c2965741-7d45-428d-91c2-747583e424f9},extra credit,attitude-oriented,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est,Style Guides,/dui.h:801
{4be02f78-3372-48e6-a722-f647ae3194bb},{022365c3-bfff-4a48-8dbf-344f0bde1ec1},comment,static,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt,KBOX,/amet.cpp:752
{844740c8-2a4c-4429-bc78-414b13aedac6},{128c54aa-cd55-4029-8b9b-9896277f1013},problem,standardization,ligula nec sem duis aliquam convallis nunc proin,ERD,/eleifend.java:595
{ecd6609e-6a16-4821-9e38-2ee82e4ef902},{8d1c5dd1-4d9f-4885-9f8a-644957d39fb7},extra credit,strategy,curae nulla dapibus dolor vel,FBD,/gravida.h:191
{6218139a-f2db-4711-99f9-d6cdadfd3a98},{d7eb6a59-3fd2-498f-bc4b-7872e3f94aca},comment,Versatile,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,Guitar Playing,/massa.cpp:520
{bc1cff36-5583-46bf-a6e2-3de20ff2b33e},{bb79f257-1d07-419c-ad96-e31939f6731f},problem,Cloned,mauris ullamcorper purus sit amet nulla,MSDS,/sapien.java:818
{9a335252-03ce-4611-8d72-2565cc066387},{c325ef2d-8a69-41ee-9d06-fac9f4b04d3b},extra credit,hierarchy,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut,WBTs,/donec.h:529
{f6b954fb-5418-432e-991c-cadf893e42cb},{a0fed2b3-3d79-4b15-8ffa-27e286632fca},comment,User-friendly,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis,Object Oriented Perl,/volutpat.cpp:804
{a3874b92-bf5b-4ee2-a021-78ad648456b2},{81c89689-2c32-44b7-b7de-7d2f18597f55},problem,directional,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla,Orchestral Music,/id.java:800
{de9544b4-cc26-4558-9a6b-3f875f30082a},{f5716e99-816d-4afe-8f47-cf7e4029ebd0},extra credit,complexity,eu magna vulputate luctus cum sociis natoque,Lyris ListManager,/sem.h:122
{ffcd34df-f94a-4219-99cc-8beab475d2ec},{50bc7e61-642a-4f79-a2cd-8436c9e4a6b2},comment,Function-based,felis fusce posuere felis sed lacus morbi sem,BMC Remedy AR System,/ultrices.cpp:784
{73fbb6d2-53f5-4d31-bba0-07b1cac192b5},{83f9a14e-06cc-444f-ba00-d98495d567c9} ,problem,complexity,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,Yardi Property Management,/in.java:151
{465df78f-14ed-43ab-b697-cc6fe047f53a},{5ee994b2-0635-4345-9b35-f62eb0543905},extra credit,monitoring,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,SDL Trados,/sit.h:454
{5bdccfa3-a12f-45c5-9c56-5cf308966415},{32a574f3-9b94-4a6b-bc61-b20e0540f54d},comment,Graphical User Interface,sem praesent id massa id nisl venenatis lacinia aenean sit,Star-CCM+,/erat.cpp:793
{458124c9-bb74-4acb-8dbc-9ebfa1ba8ab9},{491fb4e6-c167-471d-b036-de04d7df225d},problem,encryption,nunc proin at turpis a pede posuere nonummy,.NET,/rhoncus.java:98
{d7ef2db0-28bf-4cbf-8ad1-ffe9fa640f27},{22e0d573-9567-4b2b-a178-3152d26beebd},extra credit,client-driven,cursus urna ut tellus nulla ut,Yacht Charters,/leo.h:810
{18e06991-758d-4c0e-b799-23900403fe52},{f6d83f96-0876-4a80-99f7-e76d99de188d},comment,budgetary management,in imperdiet et commodo vulputate justo,BSF,/viverra.cpp:153
{01073e6f-2023-4787-9c3f-4859e7cc435c},{dc3a6e3e-3b5d-45a0-b414-667cbf313e1c},problem,Front-line,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem,Organizational Effectiveness,/nam.java:878
{8de45e53-4a78-484d-9943-c19b1dc6ee1f},{90655acd-f50d-4580-991a-d99566aa7802},extra credit,Down-sized,dapibus duis at velit eu est congue,Radar,/vehicula.h:863
{71c374ea-22c0-4801-b7d8-c6311c6fef83},{a476373f-6043-452c-a5f6-1e0477845ac7},comment,homogeneous,amet consectetuer adipiscing elit proin interdum mauris non,PXRD,/cubilia.cpp:331
{e30726af-9440-474f-83de-1c140df89b18},{996b3876-f5d8-4d15-bf1a-b3c7ab9605c5},problem,3rd generation,duis ac nibh fusce lacus,XPS,/enim.java:468
